Approved,ID
0.4865711266340525,APPA70109647212
0.5531982736175544,APPB10687939341
0.01470892122088777,APPC80449411414
0.014780320063848367,APPD30665094501
0.11206119038408802,APPE80379821637
0.016548741450783278,APPF90611935733
0.6263916385705594,APPG20993415813
0.41201679599651775,APPH30656456927
0.22176271324972663,APPI70297912043
0.8086470473001732,APPJ50119937105
0.022657492286739998,APPK30106042233
0.14913164644585195,APPL40962417345
0.009517851143299706,APPM90265624408
0.5915593776173043,APPN80816878501
0.019442533394417393,APPO80036467625
0.3751812739457002,APPP70300016724
0.5804281540938415,APPQ20714935844
0.41197736842436566,APPR10725816917
0.014023716014278955,APPT80995817106
0.23115795906460077,APPU10455032232
0.017164033575547955,APPV20523998348
0.026065015944733844,APPW70096327441
0.1656129459860915,APPX50146048546
0.2756952458068039,APPY80200205609
0.7794388563005623,APPZ70268239711
0.5280254600736118,APPB10908859928
0.012341640629386055,APPC60646419006
0.01320558373439455,APPD70986505145
0.012134562488369971,APPE40974536227
0.3990997259924603,APPF80212605331
0.3264292003341261,APPG70118514422
0.014888584594029738,APPH60330147508
0.2334176993788043,APPI70857836611
0.7158933847989661,APPL20333186904
0.10730815288438003,APPM70580221014
0.5640248701018024,APPN30606238135
0.7049966740110445,APPQ60782014415
0.5235878215913459,APPT80140966721
0.010679170688713647,APPU80930365832
0.009021095497641756,APPV80124518928
0.018803931661292034,APPW90476067036
0.34992035322090936,APPX90531514107
0.44811254196759287,APPY80613652222
0.36204423121522267,APPA60775566448
0.6111285285223576,APPC70771774625
0.11141138355847571,APPF80168055929
0.6778388509178997,APPG50757073027
0.07894365568960562,APPH30859115106
0.734227918218082,APPJ10885387332
0.43865725879914935,APPK40949346408
0.8202165277165369,APPL60776142522
0.017668745397240795,APPN50729023734
0.697883104554163,APPP70407207923
0.9028231226664872,APPR40227782118
0.3593541971967116,APPV80504514517
0.013837502819763169,APPW80566048613
0.1535837716420133,APPX80187469727
0.12572053114173218,APPZ30260508907
0.7072377234446638,APPA50518171015
0.15432636929168297,APPB40882474103
0.3916814908314514,APPC60427976226
0.6637387516726516,APPD90513037337
0.8381725435522277,APPG50800243623
0.13483774217917194,APPH10433332748
0.23967286672904664,APPI40348921805
0.011037844196521162,APPJ80439618906
0.015458607381686069,APPK30634359001
0.845349616322312,APPL40047305118
0.017812139109788627,APPM70985326241
0.33639388685373783,APPN20760216327
0.4668153107083535,APPO10519239445
0.11022981867861979,APPP70822536506
0.10438097662840644,APPQ10182368643
0.12631521993162562,APPR30764178704
0.3261754657531409,APPS60446465843
0.017295673047265772,APPT20264132924
0.30026317494156674,APPV90184745108
0.013516392354629396,APPX70050373318
0.6441660256103978,APPY80240353432
0.17870650949192807,APPZ80848953507
0.12009834825224053,APPD10500401933
0.5562875224793717,APPE10200701029
0.23212783161966144,APPF90094523116
0.6781761004031952,APPG60519369247
0.014155305053975584,APPH70673564343
0.2072933877472167,APPI10312387415
0.4326709781013596,APPJ20310967521
0.35103649195244135,APPK80886344639
0.5493498851127948,APPM60863037811
0.7347529956496488,APPN50560289924
0.45104389413659174,APPO70832217022
0.7903324979536838,APPP60583131103
0.16765169878512753,APPR30748409317
0.059092665123031414,APPS10305693407
0.11662848898834222,APPT10792153527
0.29850786100947213,APPU80979985636
0.5981458729448162,APPW90127018832
0.6609166674015052,APPX40629447906
0.2990187333490977,APPZ20101292145
0.46033728018948383,APPB10848417338
0.4317418952390491,APPC40239663433
0.7898624378159761,APPD20097051518
0.22485874942355524,APPE50963262622
0.6026242082993322,APPF90075697702
0.3477567997094968,APPH10711077908
0.010102395031740114,APPI90021288035
0.013473494710110358,APPJ80748148121
0.15775022479048523,APPK10288641218
0.035087152680798574,APPL90732086337
0.500083335396379,APPM70990842401
0.010545309700808582,APPN80617857512
0.013622037120451423,APPO50383745617
0.015669651890202568,APPP60172178734
0.8802948832918032,APPR10764977942
0.3832870090907627,APPT10480648139
0.20181498637845557,APPU60453258232
0.5719153614157639,APPX90855367529
0.015160152938964595,APPY50250927615
0.35023990645501835,APPZ70422039734
0.6231571257500012,APPA30393886847
0.07010343417957542,APPB50127764908
0.6076466998160049,APPC10119469018
0.014841206685625913,APPD90858748146
0.7264211551624563,APPE30664988236
0.6652087749168943,APPF20625877301
0.061014269310968684,APPH30151345509
0.014763423653028431,APPI50441679612
0.6915220019146402,APPJ30361269731
0.013653398089030665,APPL80614874904
0.39476008979383787,APPM50228117025
0.4319154094887941,APPN70012683119
0.17023907101644886,APPO90770468211
0.3075728082926271,APPP10156766334
0.012694148304471747,APPQ40631778427
0.7776113339206508,APPR70506299542
0.37788866341888,APPS70665146644
0.18564761020820159,APPT70349004743
0.3775973062708014,APPU30993402848
0.013344220211396318,APPW20622431049
0.5452717916507538,APPY20361501233
0.6625903484957304,APPZ10238963306
0.11988548712194301,APPA30874904437
0.778940897671992,APPB80692747529
0.013407917667425145,APPC30041629643
0.5254914103835859,APPD30315929734
0.01754291567220543,APPE10332383835
0.6957838522008376,APPF50037929916
0.5559372514399343,APPG10834503041
0.3536978784864883,APPH40967627122
0.012080726830306174,APPI70312298206
0.1445888821861871,APPJ70743728327
0.6255896104043389,APPK30679331423
0.014083607087830838,APPL60294817522
0.026028683896624594,APPM80605571641
0.15965819659541847,APPO70732754849
0.4902599027844215,APPR90083345128
0.01499400357705362,APPS40024724225
0.7680810821660176,APPT10406402302
0.6615049992966905,APPU60142311444
0.07667778097399261,APPX40155362702
0.537482782757053,APPY80690085843
0.015977228890288745,APPZ20729429941
0.8941234434084396,APPA30531058029
0.013960449179757478,APPB80250096128
0.25919395761234576,APPC40216184236
0.04469889494636774,APPE30598585445
0.01876724501269664,APPF10464165547
0.778877937367311,APPG20162638632
0.2234426675789596,APPH90167759721
0.1632605475110849,APPK10401968049
0.01861819247304417,APPL80146029119
0.11535075810168109,APPM80613619234
0.015204724049682492,APPN70433746315
0.5022662886084431,APPQ50809898611
0.5015628232115509,APPR30401199701
0.014349919902418322,APPT30401057907
0.3014890532039087,APPU40338646029
0.43053204255785366,APPV90359067103
0.30894910388638525,APPW10851598244
0.02226586909413242,APPX40611544343
0.49826517392811454,APPZ50667726527
0.5661679081893363,APPA60969495628
0.02176865974114746,APPB10846839717
0.013257317983745008,APPD70004475949
0.40430279592541424,APPE10769524014
0.08157585992398571,APPF20373584102
0.8376029834550742,APPG80309102235
0.3676089108681136,APPH70805423317
0.4579489706665168,APPI30449607434
0.7688743725609993,APPK40305944614
0.21995802198548164,APPM80631303825
0.08371782396058357,APPN30539354908
0.7551059566738124,APPO30398314007
0.5944112801578147,APPP10295059142
0.6127767061542782,APPQ40182527233
0.020316491926732762,APPR30592087313
0.617799468799192,APPS10451308445
0.012416521631976988,APPT20436718504
0.5145086597048808,APPV10000594728
0.8654497491207024,APPW70591476837
0.0820663794608415,APPX90545539932
0.7939896088590749,APPZ20555868104
0.757913746038794,APPB50601165302
0.3572180564596642,APPC20734091446
0.013481546476162143,APPD30922661508
0.25038768818177404,APPG30388623817
0.3513886337755604,APPI50436511029
0.13410469275155676,APPK40504961223
0.016420379568710477,APPL10249834346
0.10351957091596793,APPM10566295434
0.14501325522282169,APPN20971698507
0.20669123781809137,APPQ40557318821
0.06963310623188332,APPR10411907921
0.3547498671391791,APPS60110651012
0.8351916872724457,APPT90980498131
0.4210368794739539,APPU30110017218
0.32569335306847025,APPW20800678439
0.01891587290815465,APPY20781789607
0.3600799767295377,APPA50891789808
0.11615547085688276,APPB30105755939
0.12114342793600685,APPC10078523014
0.21220012687815637,APPD10297832113
0.07340423304488178,APPF10931767336
0.5691195262425697,APPG80133423412
0.43678671468048513,APPH30423329507
0.07073009004549188,APPI70671544622
0.014442431153766309,APPJ70709397705
0.498178061847331,APPK30507806814
0.014442431153766309,APPL20563609928
0.0105471624219067,APPN60526055126
0.014231387292969574,APPO60496324234
0.7209137951898553,APPP90372528312
0.010275275797038116,APPQ50563508447
0.8974566194782654,APPR60834219523
0.13242147533257811,APPS90066401613
0.4573012987422658,APPT60413282714
0.09877304132666676,APPU80357653811
0.4923416713000803,APPV50558107929
0.6236813414613467,APPW80305276026
0.033531881945669806,APPX40140715111
0.5816210467350053,APPY80579525228
0.2880411151228594,APPA60414888433
0.3965060674784465,APPB90587842501
0.7019254269157604,APPC40254714615
0.14346279628377576,APPD90427937716
0.20778846358272446,APPE40482289843
0.8494110420946186,APPF90606858947
0.7009423568900774,APPG20179041024
0.7060334922723078,APPH10099261128
0.4451641464230304,APPI80998283208
0.013166389979373574,APPJ50706714349
0.1068129601679271,APPK60768689411
0.5439893482324557,APPL60280043529
0.016989684079735525,APPM30351953604
0.015485334158140667,APPN40064845722
0.3355872586207211,APPO80082812849
0.16082574528964358,APPP40129305907
0.41755546002242144,APPR70479248144
0.842231648952777,APPS30106692249
0.5949177449366335,APPT70183535323
0.3404060543803058,APPV30072491521
0.28347798045787626,APPW90317034634
0.2566238288631541,APPX10590833748
0.37194818289977843,APPZ50321995912
0.017255712577965484,APPC20846683233
0.018267939100650773,APPD30035557339
0.01926167423456956,APPE60995955439
0.7416332839539345,APPF40348771514
0.05223926484192267,APPG60525674638
0.8318551911994054,APPI60914532813
0.6523000986622473,APPJ50135705908
0.5430450223715643,APPK80834239033
0.01941698929920593,APPL30367787124
0.21706661705118302,APPM50365154243
0.6044626952544487,APPN60371739317
0.8511191308319821,APPO90778031432
0.3390935003742552,APPP10865119541
0.44507726730961,APPR60514036704
0.01748592671094043,APPS30033507847
0.2552982903377283,APPU80509074044
0.18147265591316014,APPV50034531107
0.014669265561458991,APPW70561238232
0.5760628553929951,APPX20526775327
0.6706288654972351,APPY20169747403
0.308065420919157,APPZ30470877547
0.5297527787611817,APPA90185538648
0.3140431628343609,APPB60274853705
0.8184790678626631,APPC50411636801
0.37302138349475167,APPD80328934945
0.0694100984041787,APPE10454749046
0.012881960370431527,APPF20010751138
0.8844587790871224,APPG60276348205
0.7237651197786538,APPH60664183321
0.010564279216549087,APPL20765168747
0.5490827710259772,APPM20147299813
0.6861965527941891,APPN40249546913
0.16587910664187602,APPO20189822007
0.01540355717227928,APPP30921307109
0.09756044221823335,APPQ30597277245
0.8024886654387691,APPS30996555403
0.015239495712185186,APPU10700307616
0.009327452856858029,APPV60265399723
0.24605052979737518,APPW70585071834
0.018588511583414628,APPX70561392933
0.015563264443842572,APPY40565011007
0.047383129605082785,APPZ40098878108
0.022258356521936962,APPA90060573227
0.47041590024143576,APPB70442734319
0.01638379050270664,APPC90770072447
0.4588471872347476,APPD30486092544
0.015451962918068154,APPE10311022607
0.009861219644207667,APPF60631085717
0.16771861808265734,APPH30090413902
0.5595930906494637,APPI70634288016
0.13863302386159682,APPJ90523144107
0.6428425427681059,APPK90851579202
0.01570819514953934,APPL50238334324
0.25145717430734965,APPM40451325417
0.48490971295475654,APPN90929804518
0.30486064057960216,APPO60090588603
0.010714059907525534,APPP10007148712
0.6648059723537839,APPR30909888915
0.062382922179557855,APPS20728482014
0.7174084808277272,APPT90977075101
0.5125461082575277,APPU70624065235
0.2981457814412722,APPV80263885346
0.66520156621998,APPW30836935416
0.6947079258841438,APPX10532151548
0.8644503491636004,APPZ40286609738
0.014714742778242888,APPB40188979941
0.4403040501036913,APPC90796515024
0.015942449947334205,APPD40803081115
0.15001390977765652,APPE30694295241
0.013937227698823206,APPG30216561448
0.20201657662894457,APPI30712489617
0.35639588187832716,APPJ10278243703
0.8613614745785422,APPK80277621846
0.08295881640666779,APPL80078362905
0.40740713779098614,APPO60098103209
0.20527615095391416,APPP60023927349
0.34936095149410573,APPQ30612604402
0.15733918637332753,APPS60320313627
0.016653486097375044,APPT70534587715
0.5350368960827698,APPU90780836829
0.4069315530445977,APPV60622819917
0.5014957169541093,APPW70434264005
0.01615908257747418,APPX20729451101
0.7150726878149976,APPY30046504231
0.10253780886807046,APPZ80350479313
0.1464693640843736,APPA80096183429
0.67775567898242,APPB70273443505
0.5843969320773628,APPE50142203809
0.25155222667807137,APPF10034408943
0.14260466053124088,APPH90511677131
0.018973779005894583,APPI30546095229
0.17929032102435166,APPJ80416595345
0.5037357540678399,APPK90285872443
0.16539565588501903,APPL60953579512
0.22676065270887893,APPM20644925619
0.014789290593360966,APPN20225869714
0.5118930682339746,APPP90991305913
0.4462853407581481,APPQ70050552026
0.012740187961487492,APPR60767582147
0.014678658929299046,APPT70410545308
0.1306677342347013,APPU10135235412
0.510566378266221,APPW10606832628
0.20615341180882601,APPX60227485706
0.014605570523389092,APPY90764876839
0.01537834160087866,APPZ20628084928
0.5304051893213191,APPA80547519048
0.5330025201556577,APPB20703102133
0.42601645706616487,APPC90727362248
0.384272379653286,APPD20670011304
0.03528595438112762,APPE60844191408
0.361566012032203,APPF30948581526
0.4337581343806707,APPG60202918616
0.014077595534546045,APPH40712615721
0.01380873522735382,APPI10123409842
0.09977360519549328,APPL30082033114
0.3876502365631284,APPO60813926409
0.3994991871743638,APPQ80765126647
0.027235217135099424,APPS30481303817
0.6685294577926915,APPT50402483936
0.8831700007754957,APPU40449068016
0.4933776369399384,APPV90997847138
0.012226318412642385,APPW30766041243
0.7012815290182336,APPX50585681323
0.015055429731819647,APPZ50469333546
0.03598003977442712,APPA50959811611
0.28149046809567807,APPB70963575742
0.010262894374173825,APPC40538253839
0.8104031153732306,APPD70917584927
0.2393717289412168,APPE30737089003
0.07621589064548621,APPF10850926136
0.742769143866727,APPG90248489235
0.5124892063044798,APPH90860947347
0.6093260982472619,APPI30734581444
0.4879814704903483,APPJ70071568525
0.3589040994814723,APPK30063345602
0.16162518958707606,APPL90511325735
0.2973132010758903,APPM40335888826
0.6016129189499317,APPN40298397941
0.014183251225360079,APPO80337469005
0.6279707067629466,APPP30205342136
0.5084037548589156,APPQ50283384214
0.6713561593274329,APPR60598764318
0.15099622574500304,APPS20640034406
0.017847301341087723,APPT90434682534
0.8582918792107266,APPU70260393644
0.6104533897013614,APPV50716587732
0.25259857125715834,APPW10401854821
0.14252885732332612,APPX20748215949
0.7881360318279121,APPY80151839018
0.5586657946125817,APPZ20847918104
0.18370116749878804,APPA40955069224
0.2822249982113912,APPB90344945306
0.010815484898339849,APPC50897719435
0.1905267734929071,APPD50349215529
0.12171108066333032,APPE70565133611
0.015898358309401926,APPG50350411819
0.2439410742533225,APPH20483931906
0.41460591152975207,APPI50849415049
0.012882264309725756,APPK20493991213
0.018262282924915323,APPN50273626514
0.373737810489725,APPO30358993611
0.013115005843639038,APPP50812246721
0.3138620674564019,APPQ90569518805
0.7633684079986602,APPT50959734121
0.7709893210222967,APPU30391605237
0.08470224496545872,APPV10348801322
0.30173008955982783,APPW50845645427
0.013104094503285781,APPX40979259506
0.5088633562271767,APPY50204128621
0.01580005161475154,APPA60880974809
0.16930360950684928,APPB20886378947
0.6021255644763136,APPC30956683003
0.8067422199893959,APPE10435608217
0.8380464608777902,APPF20103964341
0.5067621803992237,APPG30196114449
0.014617826888957972,APPH50862821513
0.6150891147416384,APPI10377217633
0.8960179998969346,APPJ40318634703
0.6926009548351728,APPM50493632023
0.03355349562840776,APPN70135738135
0.15973965432633522,APPO30500359204
0.016320732232645744,APPQ80619273444
0.7971605308787866,APPR70171181506
0.018191920044049813,APPU40937622821
0.16114484898136847,APPV10152372903
0.7017443731577149,APPW80854596047
0.45501421744527815,APPX20730045102
0.016860518556496125,APPY70095057223
0.19234030704459984,APPA70723537417
0.14182131852331475,APPB60633627527
0.16057687120630573,APPC30478072638
0.025628653191457868,APPD50010786702
0.010126732443061335,APPE80613844816
0.5348801539043242,APPF50610589929
0.4727516151590452,APPG70204563004
0.11131376261462264,APPH80422312114
0.5760065954513417,APPJ90415776326
0.015081975338009028,APPL90567985525
0.8163013877688682,APPM80261604604
0.018571644304172616,APPN10895363735
0.3433963631235109,APPO20329016835
0.43262534935100233,APPP70992643945
0.019086210301354257,APPQ70988263029
0.019528339601591633,APPR10955461104
0.013118458014503448,APPS30719919248
0.15929387886293822,APPT20588324318
0.25486448273448703,APPV40049329532
0.3187575179139122,APPW80397099634
0.4160153413267818,APPX20702505723
0.769234723397991,APPY10029957813
0.45201299891605917,APPZ80819366935
0.016465814116940994,APPA90796576001
0.7092280735058146,APPB70518925115
0.7735263513760896,APPC40074048231
0.5588424491728574,APPD20648321326
0.13463353416393864,APPE90246258437
0.866236843102789,APPG70211933607
0.01537162716807496,APPH60005159726
0.058959411311827685,APPI30409973811
0.022461684783862287,APPJ90195613931
